,state_abbr,county_name,combined_fips,votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,covid_cases,covid_deaths
66,AL,Lamar County,1075,978,6174,7193,0.135965522,0.858334492,5196,0.72236897,1738,38
67,AL,Lauderdale County,1077,11915,31721,44339,0.26872505,0.715419834,19806,0.446694783,12261,259
68,AL,Lawrence County,1079,3562,12322,16031,0.222194498,0.768635768,8760,0.54644127,3846,100
69,AL,Lee County,1081,27860,42221,71449,0.38992848,0.590924995,14361,0.200996515,20592,195
70,AL,Limestone County,1083,13672,34640,49235,0.277688636,0.703564537,20968,0.425875901,13015,173
71,AL,Lowndes County,1085,4972,1836,6835,0.727432334,0.26861741,-3136,-0.458814923,1627,55
72,AL,Macon County,1087,7108,1541,8723,0.814857274,0.176659406,-5567,-0.638197868,2016,54
73,AL,Madison County,1089,87286,102780,194767,0.448156002,0.527707466,15494,0.079551464,45103,556
74,AL,Marengo County,1091,5488,5343,10900,0.503486239,0.490183486,-145,-0.013302752,3064,74
75,AL,Marion County,1093,1463,12205,13807,0.105960745,0.883971898,10742,0.778011154,4216,111
76,AL,Marshall County,1095,5943,33191,39655,0.149867608,0.836994074,27248,0.687126466,16122,249
77,AL,Mobile County,1097,79474,101243,183164,0.433895307,0.552745081,21769,0.118849774,65113,1069
78,AL,Monroe County,1099,4455,6147,10668,0.417604049,0.576209224,1692,0.158605174,2893,44
79,AL,Montgomery County,1101,64529,33311,99139,0.650894199,0.336002986,-31218,-0.314891213,31017,639
80,AL,Morgan County,1103,13234,39664,53722,0.246342281,0.738319497,26430,0.491977216,17970,302
81,AL,Perry County,1105,3860,1339,5230,0.738049713,0.256022945,-2521,-0.482026769,1277,30
82,AL,Pickens County,1107,4022,5594,9668,0.416011585,0.578609847,1572,0.162598262,2855,63
83,AL,Pike County,1109,5636,8042,13841,0.407196012,0.581027382,2406,0.173831371,4109,84
84,AL,Randolph County,1111,2203,8559,10837,0.203285042,0.789794223,6356,0.586509182,2625,54
85,AL,Russell County,1113,11228,9864,21329,0.526419429,0.462468939,-1364,-0.06395049,5612,51
86,AL,Shelby County,1117,33268,79700,114950,0.289412788,0.693344933,46432,0.403932144,33044,276
87,AL,St. Clair County,1115,7744,36166,44441,0.174253505,0.813798069,28422,0.639544565,13732,261
88,AL,Sumter County,1119,4648,1598,6291,0.738833254,0.25401367,-3050,-0.484819584,1197,35
89,AL,Talladega County,1121,13138,22235,35663,0.368393012,0.623475311,9097,0.255082298,11180,194
90,AL,Tallapoosa County,1123,5859,14963,20991,0.279119623,0.712829308,9104,0.433709685,5799,163
91,AL,Tuscaloosa County,1125,37765,51117,90172,0.418810717,0.56688329,13352,0.148072572,30983,487
92,AL,Walker County,1127,4834,26002,31170,0.155085018,0.834199551,21168,0.679114533,9407,300
93,AL,Washington County,1129,2258,6564,8876,0.254393871,0.739522307,4306,0.485128436,2340,43
94,AL,Wilcox County,1131,4048,1833,5903,0.685753007,0.310520075,-2215,-0.375232932,1470,33
95,AL,Winston County,1133,974,10195,11284,0.086316909,0.90349167,9221,0.817174761,3721,79
96,AR,Arkansas County,5001,1818,4304,6292,0.288938334,0.684043229,2486,0.395104895,3161,54
97,AR,Ashley County,5003,2125,5548,7926,0.268104971,0.699974767,3423,0.431869796,2789,39
98,AR,Baxter County,5005,4635,15836,21007,0.220640739,0.753843957,11201,0.533203218,5449,154
99,AR,Benton County,5007,42249,73965,119912,0.352333378,0.61682734,31716,0.264493962,38153,520
100,AR,Boone County,5009,3064,13652,17114,0.179034708,0.797709478,10588,0.618674769,5676,100
101,AR,Bradley County,5011,1214,2335,3654,0.332238643,0.639025725,1121,0.306787083,1804,36
102,AR,Calhoun County,5013,479,1636,2182,0.219523373,0.749770852,1157,0.530247479,540,7
103,AR,Carroll County,5015,4023,7424,11797,0.341018903,0.629312537,3401,0.288293634,3943,60
104,AR,Chicot County,5017,2260,1752,4103,0.550816476,0.427004631,-508,-0.123811845,1860,42
105,AR,Clark County,5019,3438,4616,8395,0.409529482,0.549851102,1178,0.14032162,2887,46
106,AR,Clay County,5021,962,4086,5183,0.185606791,0.788346517,3124,0.602739726,2323,52
107,AR,Cleburne County,5023,1988,10328,12680,0.156782334,0.814511041,8340,0.657728707,3221,82
108,AR,Cleveland County,5025,651,2867,3600,0.180833333,0.796388889,2216,0.615555556,1287,29
109,AR,Columbia County,5027,2814,5500,8616,0.326601671,0.638347261,2686,0.31174559,3055,61
110,AR,Conway County,5029,2615,5694,8685,0.30109384,0.655613126,3079,0.354519286,2843,41
111,AR,Craighead County,5031,11921,25558,38511,0.309547921,0.66365454,13637,0.354106619,18819,211
112,AR,Crawford County,5033,4959,18607,24091,0.205844506,0.772363123,13648,0.566518617,9224,144
113,AR,Crittenden County,5035,8514,7333,16367,0.520193071,0.448035682,-1181,-0.07215739,7703,110
114,AR,Cross County,5037,1772,4946,6942,0.255257851,0.712474791,3174,0.45721694,2568,58
115,AR,Dallas County,5039,963,1573,2649,0.363533409,0.593808985,610,0.230275576,1063,18
116,AR,Desha County,5041,2016,1921,4164,0.484149856,0.461335255,-95,-0.022814601,1704,24
117,AR,Drew County,5043,2426,4349,6908,0.35118703,0.629559931,1923,0.278372901,2577,53
118,AR,Faulkner County,5045,18347,34421,54428,0.337087528,0.632413464,16074,0.295325935,17886,192
119,AR,Franklin County,5047,1300,5677,7129,0.182353766,0.79632487,4377,0.613971104,2377,46
120,AR,Fulton County,5049,1035,3961,5119,0.202187927,0.773783942,2926,0.571596015,1527,52
121,AR,Garland County,5051,14045,29069,44199,0.31776737,0.657684563,15024,0.339917193,14690,334
122,AR,Grant County,5053,1268,6794,8200,0.154634146,0.828536585,5526,0.673902439,2644,45
123,AR,Greene County,5055,3058,12670,16100,0.189937888,0.786956522,9612,0.597018634,8612,97
124,AR,Hempstead County,5057,2138,4470,6848,0.312207944,0.652745327,2332,0.340537383,2614,21
125,AR,Hot Spring County,5059,3082,9202,12557,0.24544079,0.732818348,6120,0.487377558,7013,100
126,AR,Howard County,5061,1340,3367,4834,0.277203144,0.696524617,2027,0.419321473,2161,28
127,AR,Independence County,5063,2806,11250,14512,0.193357222,0.775220507,8444,0.581863286,5366,143
128,AR,Izard County,5065,1021,4631,5810,0.175731497,0.79707401,3610,0.621342513,2219,52
129,AR,Jackson County,5067,1365,3593,5091,0.268120212,0.705755254,2228,0.437635042,3792,41
130,AR,Jefferson County,5069,14981,9521,25158,0.595476588,0.378448207,-5460,-0.217028381,11759,204
131,AR,Johnson County,5071,2283,6938,9498,0.240366393,0.730469573,4655,0.49010318,3992,49
132,AR,Lafayette County,5073,839,1757,2679,0.313176558,0.655841732,918,0.342665174,747,11
133,AR,Lawrence County,5075,1080,4569,5857,0.184394741,0.780092197,3489,0.595697456,2774,46
134,AR,Lee County,5077,1423,1286,2848,0.499648876,0.451544944,-137,-0.048103933,1943,40
135,AR,Lincoln County,5079,1032,2729,3875,0.266322581,0.704258065,1697,0.437935484,3566,55
136,AR,Little River County,5081,1226,3715,5177,0.236816689,0.717597064,2489,0.480780375,1709,44
137,AR,Logan County,5083,1544,6441,8225,0.187720365,0.783100304,4897,0.595379939,3134,32
138,AR,Lonoke County,5085,6686,22884,30662,0.218054921,0.746330963,16198,0.528276042,10832,158
139,AR,Madison County,5087,1563,5658,7351,0.212624133,0.769691198,4095,0.557067066,2191,33
140,AR,Marion County,5089,1531,5783,7503,0.204051713,0.770758363,4252,0.566706651,1927,50
141,AR,Miller County,5091,4245,11920,16529,0.256821344,0.721156755,7675,0.46433541,5537,39
142,AR,Mississippi County,5093,4558,7296,12342,0.369308054,0.591152163,2738,0.22184411,7088,118
143,AR,Monroe County,5095,1147,1545,2816,0.407315341,0.548650568,398,0.141335227,1096,21
144,AR,Montgomery County,5097,731,3046,3873,0.188742577,0.786470436,2315,0.59772786,1010,34
145,AR,Nevada County,5099,1076,2133,3358,0.320428827,0.635199524,1057,0.314770697,1119,29
146,AR,Newton County,5101,709,3192,3998,0.177338669,0.7983992,2483,0.62106053,1096,29
147,AR,Ouachita County,5103,3995,5294,9629,0.414892512,0.549797487,1299,0.134904975,3161,68
148,AR,Perry County,5105,1012,3479,4627,0.218716231,0.751891074,2467,0.533174843,1345,15
149,AR,Phillips County,5107,3623,2417,6242,0.580422941,0.387215636,-1206,-0.193207305,2788,59
150,AR,Pike County,5109,644,3519,4246,0.151672162,0.828780028,2875,0.677107866,1463,30
151,AR,Poinsett County,5111,1424,5918,7521,0.189336524,0.786863449,4494,0.597526925,4292,92
152,AR,Polk County,5113,1246,7035,8490,0.146760895,0.828621908,5789,0.681861013,2601,90
153,AR,Pope County,5115,5772,18081,24432,0.236247544,0.740054028,12309,0.503806483,10793,134
154,AR,Prairie County,5117,654,2786,3495,0.187124464,0.79713877,2132,0.610014306,1212,27
155,AR,Pulaski County,5119,101947,63687,169956,0.599843489,0.3747264,-38260,-0.225117089,54643,813
156,AR,Randolph County,5121,1215,5355,6812,0.178361715,0.786112742,4140,0.607751028,2768,50
157,AR,Saline County,5125,16060,39556,56959,0.281957197,0.694464439,23496,0.412507242,17014,214
158,AR,Scott County,5127,483,2962,3551,0.136018023,0.834131231,2479,0.698113208,1311,19
159,AR,Searcy County,5129,588,3365,4019,0.146305051,0.837272953,2777,0.690967902,1153,20
160,AR,Sebastian County,5131,14487,31198,47140,0.307318625,0.661815868,16711,0.354497242,19901,307
161,AR,Sevier County,5133,1116,3884,5202,0.214532872,0.746635909,2768,0.532103037,3395,31
162,AR,Sharp County,5135,1398,5938,7566,0.184773989,0.784826857,4540,0.600052868,2356,57
163,AR,St. Francis County,5123,3604,3242,7108,0.507034328,0.456105796,-362,-0.050928531,4315,52
164,AR,Stone County,5137,1180,4616,5938,0.198720108,0.777366117,3436,0.578646009,1473,37
165,AR,Union County,5139,5584,10478,16607,0.336243753,0.630938761,4894,0.294695008,4983,120
166,AR,Van Buren County,5141,1593,6034,7807,0.20404765,0.772896119,4441,0.568848469,1871,35
167,AR,Washington County,5143,43824,47504,94266,0.464897206,0.503935671,3680,0.039038466,40626,415
168,AR,White County,5145,5978,24182,30885,0.193556743,0.782969079,18204,0.589412336,11915,163
169,AR,Woodruff County,5147,856,1543,2476,0.345718901,0.623182553,687,0.277463651,946,19
170,AR,Yell County,5149,1284,5226,6741,0.19047619,0.775255897,3942,0.584779706,4175,71
171,AZ,Apache County,4001,23293,11442,35183,0.662052696,0.325213882,-11851,-0.336838814,12644,456
172,AZ,Cochise County,4003,23732,35557,60473,0.392439601,0.587981413,11825,0.195541812,13286,306
173,AZ,Coconino County,4005,44698,27052,73346,0.60941292,0.368827203,-17646,-0.240585717,20036,341
174,AZ,Gila County,4007,8943,18377,27678,0.323108606,0.663956933,9434,0.340848327,8413,249
175,AZ,Graham County,4009,4034,10749,14996,0.269005068,0.716791144,6715,0.447786076,6442,93
176,AZ,Greenlee County,4011,1182,2433,3688,0.320498915,0.659707158,1251,0.339208243,748,14
177,AZ,La Paz County,4012,2236,5129,7460,0.299731903,0.687533512,2893,0.387801609,2741,84
178,AZ,Maricopa County,4013,1040774,995665,2069475,0.502916923,0.481119608,-45109,-0.021797316,650663,10896
179,AZ,Mohave County,4015,24831,78535,104705,0.237151998,0.750059692,53704,0.512907693,28871,859
180,AZ,Navajo County,4017,23383,27657,51783,0.451557461,0.534094201,4274,0.08253674,18747,576
181,AZ,Pima County,4019,304981,207758,520735,0.585674095,0.398970686,-97223,-0.18670341,128624,2526
182,AZ,Pinal County,4021,75106,107077,185037,0.405897199,0.578678859,31971,0.17278166,63936,951
183,AZ,Santa Cruz County,4023,13138,6194,19561,0.671642554,0.316650478,-6944,-0.354992076,8540,187
184,AZ,Yavapai County,4025,49602,91527,143280,0.34618928,0.638798157,41925,0.292608878,24053,592
185,AZ,Yuma County,4027,32210,36534,69926,0.460629809,0.522466608,4324,0.061836799,39615,867
186,CA,Alameda County,6001,617659,136309,769864,0.80229625,0.177055948,-481350,-0.625240302,112336,1316
187,CA,Alpine County,6003,476,244,741,0.642375169,0.32928475,-232,-0.313090418,94,0
188,CA,Amador County,6005,8153,13585,22302,0.365572594,0.609138194,5432,0.243565599,4655,53
189,CA,Butte County,6007,50426,48730,102042,0.494169068,0.47754846,-1696,-0.016620607,19084,215
190,CA,Calaveras County,6009,10046,16518,27164,0.369827713,0.608084229,6472,0.238256516,3092,63
191,CA,Colusa County,6011,3234,4554,7951,0.40674129,0.572758144,1320,0.166016853,2793,18
192,CA,Contra Costa County,6013,416386,152877,581230,0.716387661,0.263023244,-263509,-0.453364417,92141,886
193,CA,Del Norte County,6015,4677,6461,11452,0.408400279,0.564180929,1784,0.15578065,3012,25
194,CA,El Dorado County,6017,51621,61838,116138,0.444479843,0.532452772,10217,0.087972929,15012,122
195,CA,Fresno County,6019,193025,164464,364809,0.529112494,0.450822211,-28561,-0.078290283,128997,1822
196,CA,Glenn County,6021,3995,7063,11292,0.353790294,0.62548707,3068,0.271696776,3626,30
197,CA,Humboldt County,6023,44768,21770,68828,0.650432963,0.316295694,-22998,-0.33413727,7522,75
198,CA,Imperial County,6025,34678,20847,56718,0.61141084,0.367555273,-13831,-0.243855566,33502,750
199,CA,Inyo County,6027,4634,4620,9481,0.488767008,0.48729037,-14,-0.001476637,1589,39
200,CA,Kern County,6029,133366,164484,305226,0.436941807,0.538892493,31118,0.101950686,126859,1482
201,CA,Kings County,6031,18699,24072,43858,0.426353231,0.548862237,5373,0.122509006,28320,266
202,CA,Lake County,6033,14941,13123,28800,0.518784722,0.455659722,-1818,-0.063125,5539,78
203,CA,Lassen County,6035,2799,8970,11985,0.233541927,0.748435544,6171,0.514893617,6341,27
204,CA,Los Angeles County,6037,3028885,1145530,4263443,0.710431686,0.268686599,-1883355,-0.441745087,1415563,25401
205,CA,Madera County,6039,23168,29378,53722,0.431257213,0.546852314,6210,0.115595101,20394,250
206,CA,Marin County,6041,128288,24612,155801,0.823409349,0.157970745,-103676,-0.665438604,16666,242
207,CA,Mariposa County,6043,4088,5950,10280,0.39766537,0.578793774,1862,0.181128405,839,10
208,CA,Mendocino County,6045,28782,13267,43336,0.664159129,0.306142699,-15515,-0.35801643,6153,64
209,CA,Merced County,6047,48991,39397,90541,0.541091881,0.435128837,-9594,-0.105963044,37462,517
210,CA,Modoc County,6049,1150,3109,4338,0.265099124,0.716689719,1959,0.451590595,627,8
211,CA,Mono County,6051,4013,2513,6737,0.595665727,0.373014695,-1500,-0.222651032,1461,5
212,CA,Monterey County,6053,113953,46299,163883,0.695331425,0.282512524,-67654,-0.412818901,48304,543
213,CA,Napa County,6055,49817,20676,72122,0.69073237,0.286680902,-29141,-0.404051468,11802,89
214,CA,Nevada County,6057,36359,26779,64738,0.561633044,0.413651951,-9580,-0.147981093,7880,85
215,CA,Orange County,6059,814009,676498,1521725,0.534925167,0.444559957,-137511,-0.090365211,307051,5253
216,CA,Placer County,6061,106869,122488,235017,0.454728807,0.521187829,15619,0.066459022,34002,336
217,CA,Plumas County,6063,4561,6445,11256,0.405206112,0.572583511,1884,0.167377399,1077,6
218,CA,Riverside County,6065,527945,448702,996156,0.529982252,0.450433466,-79243,-0.079548786,347196,4759
219,CA,Sacramento County,6067,440808,259405,718290,0.613690849,0.361142436,-181403,-0.252548414,143162,1956
220,CA,San Benito County,6069,17628,10590,28821,0.611637348,0.367440408,-7038,-0.24419694,6885,64
221,CA,San Bernardino County,6071,455859,366257,840931,0.542088471,0.435537517,-89602,-0.106550954,337901,5381
222,CA,San Diego County,6073,964650,600094,1601722,0.60225807,0.374655527,-364556,-0.227602543,354462,3911
223,CA,San Francisco County,6075,378156,56417,443458,0.852743665,0.127220616,-321739,-0.725523048,50090,589
224,CA,San Joaquin County,6077,161137,121098,288443,0.558644169,0.419833381,-40039,-0.138810788,93003,1540
225,CA,San Luis Obispo County,6079,88310,67436,159681,0.553040124,0.422316995,-20874,-0.130723129,26956,284
226,CA,San Mateo County,6081,291410,75563,374138,0.778883727,0.201965585,-215847,-0.576918143,50644,600
227,CA,Santa Barbara County,6083,129963,65736,200288,0.648880612,0.328207381,-64227,-0.320673231,41107,489
228,CA,Santa Clara County,6085,617967,214612,850522,0.726573798,0.252329746,-403355,-0.474244052,136589,1802
229,CA,Santa Cruz County,6087,114246,26937,144796,0.789013509,0.186034145,-87309,-0.602979364,19551,210
230,CA,Shasta County,6089,30000,60789,92900,0.322927879,0.654348762,30789,0.331420883,18168,255
231,CA,Sierra County,6091,730,1142,1930,0.378238342,0.591709845,412,0.213471503,120,0
232,CA,Siskiyou County,6093,9593,13290,23450,0.409083156,0.56673774,3697,0.157654584,3506,41
233,CA,Solano County,6095,131639,69306,205831,0.63954895,0.336713129,-62333,-0.302835822,42476,300
234,CA,Sonoma County,6097,199938,61825,268252,0.745336475,0.230473585,-138113,-0.51486289,38159,365
235,CA,Stanislaus County,6099,105841,104145,214876,0.492567807,0.484674882,-1696,-0.007892924,76095,1168
236,CA,Sutter County,6101,17367,24375,42640,0.407293621,0.571646341,7008,0.16435272,12232,139
237,CA,Tehama County,6103,8911,19141,28721,0.310260785,0.666446154,10230,0.35618537,7280,72
238,CA,Trinity County,6105,2851,3188,6258,0.455576862,0.509427932,337,0.053851071,612,6
239,CA,Tulare County,6107,66105,77579,146832,0.450208401,0.52835213,11474,0.078143729,68218,872
240,CA,Tuolumne County,6109,11978,17689,30401,0.394000197,0.58185586,5711,0.187855663,5816,94
241,CA,Ventura County,6111,251388,162207,422698,0.594722473,0.383742057,-89181,-0.210980416,94837,1088
242,CA,Yolo County,6113,67598,27292,97264,0.694995065,0.280597138,-40306,-0.414397927,18235,235
243,CA,Yuba County,6115,11230,17676,29787,0.377010105,0.593413234,6446,0.216403129,8865,55
244,CO,Adams County,8001,134202,95657,236735,0.566887026,0.40406784,-38545,-0.162819186,68155,805
245,CO,Alamosa County,8003,3759,3813,7808,0.481429303,0.488345287,54,0.006915984,1940,39
246,CO,Arapahoe County,8005,213607,127323,350183,0.609986778,0.363589894,-86284,-0.246396884,70885,854
247,CO,Archuleta County,8007,3738,5189,9144,0.408792651,0.567475941,1451,0.15868329,1265,2
248,CO,Baca County,8009,317,1867,2225,0.14247191,0.839101124,1550,0.696629213,360,5
249,CO,Bent County,8011,732,1503,2274,0.321899736,0.660949868,771,0.339050132,1564,22
250,CO,Boulder County,8013,159089,42501,206111,0.771860793,0.206204424,-116588,-0.56565637,26703,266
251,CO,Broomfield County,8014,29077,16295,46632,0.623541774,0.349438154,-12782,-0.27410362,5681,77
252,CO,Chaffee County,8015,7160,6222,13717,0.521980025,0.453597725,-938,-0.068382299,1963,26
253,CO,Cheyenne County,8017,131,993,1136,0.115316901,0.874119718,862,0.758802817,146,7
254,CO,Clear Creek County,8019,3604,2754,6548,0.550397068,0.420586439,-850,-0.129810629,597,4
255,CO,Conejos County,8021,1959,2286,4333,0.452111701,0.527579045,327,0.075467344,802,27
256,CO,Costilla County,8023,1311,741,2094,0.626074499,0.353868195,-570,-0.272206304,277,6
257,CO,Crowley County,8025,437,1271,1750,0.249714286,0.726285714,834,0.476571429,2233,18
258,CO,Custer County,8027,1112,2474,3634,0.305998899,0.680792515,1362,0.374793616,261,6
259,CO,Delta County,8029,5887,13081,19370,0.303923593,0.675322664,7194,0.371399071,3253,76
260,CO,Denver County,8031,313293,71618,393827,0.795509196,0.181851422,-241675,-0.613657774,81350,874
261,CO,Dolores County,8033,341,1089,1449,0.235334714,0.751552795,748,0.516218081,150,1
262,CO,Douglas County,8035,104653,121270,231599,0.451871554,0.523620568,16617,0.071749014,35110,278
263,CO,Eagle County,8037,18588,9892,29140,0.637886067,0.339464653,-8696,-0.298421414,7356,29
264,CO,Elbert County,8039,4490,14027,18983,0.236527419,0.738924301,9537,0.502396881,2140,16
265,CO,El Paso County,8041,161941,202828,378849,0.427455266,0.535379531,40887,0.107924265,83578,949
266,CO,Fremont County,8043,7369,17517,25557,0.288335877,0.685409086,10148,0.397073209,6897,70
267,CO,Garfield County,8045,15427,14717,30904,0.499191043,0.476216671,-710,-0.022974372,6783,57
268,CO,Gilpin County,8047,2223,1833,4186,0.531055901,0.437888199,-390,-0.093167702,331,3
269,CO,Grand County,8049,4710,4883,9870,0.477203647,0.49473151,173,0.017527862,1695,7
270,CO,Gunnison County,8051,7132,3735,11190,0.637354781,0.333780161,-3397,-0.30357462,1578,8
271,CO,Hinsdale County,8053,255,353,632,0.403481013,0.558544304,98,0.155063291,49,0
272,CO,Huerfano County,8055,2076,2203,4406,0.47117567,0.5,127,0.02882433,494,17
273,CO,Jackson County,8057,175,681,876,0.199771689,0.77739726,506,0.577625571,70,0
274,CO,Jefferson County,8059,218396,148417,377357,0.578751686,0.393306604,-69979,-0.185445083,54042,838
275,CO,Kiowa County,8061,98,795,903,0.108527132,0.880398671,697,0.771871539,111,3
276,CO,Kit Carson County,8063,662,3144,3871,0.171015242,0.812193232,2482,0.64117799,756,14
277,CO,Lake County,8065,2303,1497,3961,0.581418834,0.377934865,-806,-0.203483969,923,2
278,CO,La Plata County,8067,20548,14233,35667,0.576106765,0.399052345,-6315,-0.17705442,4751,47
279,CO,Larimer County,8069,126120,91489,224338,0.562187414,0.407817668,-34631,-0.154369746,32077,261
280,CO,Las Animas County,8071,3497,4284,7961,0.439266424,0.538123351,787,0.098856928,1504,17
281,CO,Lincoln County,8073,470,2135,2651,0.177291588,0.805356469,1665,0.628064881,1112,5
282,CO,Logan County,8075,2218,8087,10532,0.210596278,0.767850361,5869,0.557254083,4196,69
283,CO,Mesa County,8077,31536,56894,90622,0.347994968,0.627816645,25358,0.279821677,19609,282
284,CO,Mineral County,8079,317,427,756,0.419312169,0.564814815,110,0.145502646,100,1
285,CO,Moffat County,8081,1203,5670,7026,0.171221178,0.807002562,4467,0.635781383,1307,30
286,CO,Montezuma County,8083,5836,9306,15500,0.376516129,0.600387097,3470,0.223870968,2405,30
287,CO,Montrose County,8085,7687,16770,24922,0.30844234,0.672899446,9083,0.364457106,4323,74
288,CO,Morgan County,8087,3876,9593,13744,0.28201397,0.697977299,5717,0.415963329,2932,96
289,CO,Otero County,8089,3605,5756,9576,0.376461988,0.601086048,2151,0.22462406,2182,69
290,CO,Ouray County,8091,2365,1577,4020,0.588308458,0.392288557,-788,-0.1960199,360,5
